ID,Dataset,Video with mistake ID,Step ID,Correct Procedure,Procedure with mistake,Error Validity,Text Plausibility,Confusability / Difficulty to Notice,Procedure Logic,Procedure Logic (Annotator Confidence),Sequence Consistency Score,State-Change Coherence,Taxonomy Fit (Error Type),Video Plausibility,Text–Video Grounding Consistency (episode-level),m,n_yes,n_no,agree_pairs,total_pairs
Ego-Exo4D-PJ-GPT-5.2 cmu_bike16_2 1 Loosen the axle nut using the appropriate wrench,Ego-Exo4D-PJ-GPT-5.2,cmu_bike16_2,1.0,Loosen the axle nut using a wrench pull,Loosen the axle nut using the appropriate wrench,0.0,5.0,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 cmu_bike16_2 2 Try to pull the wheel out of the bicycle frame before the axle nut is loosened,Ego-Exo4D-PJ-GPT-5.2,cmu_bike16_2,2.0,,Try to pull the wheel out of the bicycle frame before the axle nut is loosened,1.0,4.0,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_bike_06_6 2 accidentally set the tripod wrench down on the ground and fumble for it for a moment,Ego-Exo4D-PJ-GPT-5.2,fair_bike_06_6,2.0,,accidentally set the tripod wrench down on the ground and fumble for it for a moment,1.0,3.5,2.0,0.0,2.5,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 cmu_bike14_4 0 Position the wheel slightly crooked into the fork,Ego-Exo4D-PJ-GPT-5.2,cmu_bike14_4,0.0,Position the wheel correctly into the fork,Position the wheel slightly crooked into the fork,1.0,4.5,2.0,0.0,2.5,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 cmu_bike14_4 1 Loosen the axle nuts, straighten the wheel in the fork, and position the wheel correctly into the fork",Ego-Exo4D-PJ-GPT-5.2,cmu_bike14_4,1.0,,"Loosen the axle nuts, straighten the wheel in the fork, and position the wheel correctly into the fork",1.0,5.0,1.5,0.0,2.5,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 cmu_bike14_4 4 Set the wrench on the wrong axle nut size and it slips off,Ego-Exo4D-PJ-GPT-5.2,cmu_bike14_4,4.0,,Set the wrench on the wrong axle nut size and it slips off,1.0,2.5,1.0,0.0,2.5,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_bike_02_4 4 Try tightening one of the axle nuts with the wrong wrench size and it slips off the nut.,Ego-Exo4D-PJ-GPT-5.2,fair_bike_02_4,4.0,,Try tightening one of the axle nuts with the wrong wrench size and it slips off the nut.,1.0,4.0,1.5,0.0,2.5,5.0,0.0,I (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_bike_07_12 0 Position the wheel into the fork, but do not seat it fully",Ego-Exo4D-PJ-GPT-5.2,fair_bike_07_12,0.0,Position the wheel into the fork,"Position the wheel into the fork, but do not seat it fully",1.0,4.5,3.0,0.0,2.5,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_bike_07_12 4 Return socket wrench back to the apron,Ego-Exo4D-PJ-GPT-5.2,fair_bike_07_12,4.0,Return socket wrench back to the apron,Return socket wrench back to the apron,1.0,3.5,2.5,0.0,3.0,5.0,0.0,D (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_bike_07_12 7 Stop and straighten the wheel so it is properly seated in the fork, then position the wheel into the fork again correctly",Ego-Exo4D-PJ-GPT-5.2,fair_bike_07_12,7.0,,"Stop and straighten the wheel so it is properly seated in the fork, then position the wheel into the fork again correctly",1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_bike_07_12 8 Accidentally twist the brake cable the wrong way for a moment so it kinks slightly near the rear axle,Ego-Exo4D-PJ-GPT-5.2,fair_bike_07_12,8.0,,Accidentally twist the brake cable the wrong way for a moment so it kinks slightly near the rear axle,1.0,4.0,2.5,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 georgiatech_bike_18_4 1 Check the bicycle chain.,Ego-Exo4D-PJ-GPT-5.2,georgiatech_bike_18_4,1.0,Check the bicycle hand brake.,Check the bicycle chain.,1.0,4.5,3.0,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 georgiatech_bike_18_4 5 Move the bicycle pedal again.,Ego-Exo4D-PJ-GPT-5.2,georgiatech_bike_18_4,5.0,Move the bicycle pedal.,Move the bicycle pedal again.,0.0,5.0,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 georgiatech_bike_18_4 6 Accidentally drip a little chain lube onto the floor next to the bicycle.,Ego-Exo4D-PJ-GPT-5.2,georgiatech_bike_18_4,6.0,,Accidentally drip a little chain lube onto the floor next to the bicycle.,1.0,3.5,1.5,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 georgiatech_bike_18_4 7 Wipe up the spilled chain lube from the floor with the cloth so it doesn’t stay slippery.,Ego-Exo4D-PJ-GPT-5.2,georgiatech_bike_18_4,7.0,,Wipe up the spilled chain lube from the floor with the cloth so it doesn’t stay slippery.,1.0,5.0,1.0,0.0,3.0,5.0,0.0,"D (50%), C (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 georgiatech_bike_19_10 3 Accidentally wipe the bike frame with the cloth before wiping up the chain lube droppings,Ego-Exo4D-PJ-GPT-5.2,georgiatech_bike_19_10,3.0,,Accidentally wipe the bike frame with the cloth before wiping up the chain lube droppings,1.0,3.5,1.5,0.0,3.0,5.0,0.0,I (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 georgiatech_bike_19_10 5 Wipe the chain with the cloth to dry off any liquid while backpedaling, but forget to backpedal and only wipe the section of chain you can reach",Ego-Exo4D-PJ-GPT-5.2,georgiatech_bike_19_10,5.0,Wipe the chain with the cloth to dry off any liquid while backpedaling,"Wipe the chain with the cloth to dry off any liquid while backpedaling, but forget to backpedal and only wipe the section of chain you can reach",1.0,4.0,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 indiana_bike_03_1 0 Get the toothbrushes from the floor, but only grab one and leave the other toothbrush on the floor.",Ego-Exo4D-PJ-GPT-5.2,indiana_bike_03_1,0.0,Get the toothbrushes from the floor.,"Get the toothbrushes from the floor, but only grab one and leave the other toothbrush on the floor.",1.0,4.0,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_bike_03_1 1 Stop and fix it: pick up the toothbrush you left on the floor so you have both toothbrushes from the floor.,Ego-Exo4D-PJ-GPT-5.2,indiana_bike_03_1,1.0,,Stop and fix it: pick up the toothbrush you left on the floor so you have both toothbrushes from the floor.,1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_bike_03_1 3 Accidentally knock the chain lube bottle over on the floor while reaching for it.,Ego-Exo4D-PJ-GPT-5.2,indiana_bike_03_1,3.0,,Accidentally knock the chain lube bottle over on the floor while reaching for it.,1.0,4.5,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 nus_cpr_15_1 0 start chest compressions instead of calling for help,Ego-Exo4D-PJ-GPT-5.2,nus_cpr_15_1,0.0,call for help,start chest compressions instead of calling for help,1.0,3.5,2.5,0.0,3.0,5.0,0.0,"WE (50%), S (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 nus_cpr_15_1 5 realize you never called for help, then call for help now",Ego-Exo4D-PJ-GPT-5.2,nus_cpr_15_1,5.0,,"realize you never called for help, then call for help now",1.0,5.0,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 nus_cpr_29_2 4 briefly lift your palms off the patient's chest to adjust your position,Ego-Exo4D-PJ-GPT-5.2,nus_cpr_29_2,4.0,,briefly lift your palms off the patient's chest to adjust your position,0.5,4.0,1.5,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 utokyo_cpr_2005_32_4 2 Tap the patient's forehead instead of the shoulders to check for consciousness,Ego-Exo4D-PJ-GPT-5.2,utokyo_cpr_2005_32_4,2.0,,Tap the patient's forehead instead of the shoulders to check for consciousness,1.0,3.0,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 utokyo_cpr_2005_32_4 20 Place the interlock hands at the center of the patient's chest,Ego-Exo4D-PJ-GPT-5.2,utokyo_cpr_2005_32_4,20.0,Place the interlock hands at the center of the patient's chest,Place the interlock hands at the center of the patient's chest,1.0,4.5,2.5,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking015_4 13 Pour egg mixture into the mixing bowl,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking015_4,13.0,Pour egg mixture into the skillet,Pour egg mixture into the mixing bowl,1.0,2.5,2.0,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking015_4 15 Stir the oil in the skillet with spatula,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking015_4,15.0,Stir egg mixture with spatula to form large soft curds,Stir the oil in the skillet with spatula,1.0,3.0,1.5,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking015_4 16 Pour the egg mixture from the mixing bowl to the skillet,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking015_4,16.0,,Pour the egg mixture from the mixing bowl to the skillet,1.0,5.0,1.5,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_060_2 6 Add butter to a mixing bowl with a knife,Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_060_2,6.0,Add butter to skillet with a knife,Add butter to a mixing bowl with a knife,1.0,4.0,2.5,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 sfu_cooking026_4 1 Turn the stove knob the wrong way at first, briefly lowering the heat instead of adjusting it correctly.",Ego-Exo4D-PJ-GPT-5.2,sfu_cooking026_4,1.0,,"Turn the stove knob the wrong way at first, briefly lowering the heat instead of adjusting it correctly.",0.5,4.5,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 sfu_cooking026_4 3 Move the spatula across the bottom and side of the frying pan, but scrape too hard and smear some egg up the side of the pan.",Ego-Exo4D-PJ-GPT-5.2,sfu_cooking026_4,3.0,,"Move the spatula across the bottom and side of the frying pan, but scrape too hard and smear some egg up the side of the pan.",0.5,4.0,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_32_1 21 Add some chili powder to the countertop instead of to the egg,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_32_1,21.0,Add some chili powder to the egg,Add some chili powder to the countertop instead of to the egg,1.0,3.0,2.0,0.0,2.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_32_1 22 Wipe up the spilled chili powder from the countertop, then add some chili powder to the egg",Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_32_1,22.0,,"Wipe up the spilled chili powder from the countertop, then add some chili powder to the egg",1.0,5.0,1.0,0.0,2.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_32_1 36 Turn the knob to adjust the stove heat,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_32_1,36.0,Turn the knob to adjust the stove heat,Turn the knob to adjust the stove heat,1.0,4.5,3.5,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_32_1 38 Briefly turn the knob too far so the heat gets higher than intended,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_32_1,38.0,,Briefly turn the knob too far so the heat gets higher than intended,0.5,4.5,1.5,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_79_2 9 Add dried herbs to a mixing bowl,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_79_2,9.0,Add dried herbs to a mixing bowl,Add dried herbs to a mixing bowl,1.0,4.5,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 sfu_cooking029_8 5 Add sugar into the cup of egg mixture,Ego-Exo4D-PJ-GPT-5.2,sfu_cooking029_8,5.0,Add chili powder into the cup of egg mixture,Add sugar into the cup of egg mixture,1.0,2.0,1.5,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 1 Add noodles onto the countertop,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,1.0,Add noodles into the boiling water,Add noodles onto the countertop,1.0,3.0,1.0,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 15 Get celeries from the countertop, but not quite correctly",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,15.0,Get celeries from the countertop,"Get celeries from the countertop, but not quite correctly",1.0,3.0,3.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 16 Put the celeries back on the countertop and get celeries from the countertop,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,16.0,,Put the celeries back on the countertop and get celeries from the countertop,1.0,5.0,2.5,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 17 Get spoon from the countertop,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,17.0,Feel the noodles with hands to check for doneness,Get spoon from the countertop,1.0,3.5,4.0,0.0,3.0,5.0,0.0,S (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 27 Move the celerie from the countertop to the cutting board, then cut spring onion on the cutting board with a knife",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,27.0,Cut spring onion on the cutting board with a knife,"Move the celerie from the countertop to the cutting board, then cut spring onion on the cutting board with a knife",1.0,4.0,2.5,0.0,3.0,5.0,0.0,C (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 35 Add spring onion, celeries and garlic to the skillet",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,35.0,Add spring onion,"Add spring onion, celeries and garlic to the skillet",1.0,4.0,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 41 Move the noodle from the pot to the skillet, then wipe hands with a kitchen towel",Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,41.0,Wipe hands with a kitchen towel,"Move the noodle from the pot to the skillet, then wipe hands with a kitchen towel",1.0,3.0,3.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_2 43 Accidentally stir the noodles and ingredients in the skillet with the napkin instead of the spoon,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_2,43.0,,Accidentally stir the noodles and ingredients in the skillet with the napkin instead of the spoon,1.0,2.0,1.5,0.5,2.5,4.5,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_05_6 32 Accidentally set the oil container down on the chopping board instead of the kitchen countertop,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_05_6,32.0,,Accidentally set the oil container down on the chopping board instead of the kitchen countertop,1.0,3.5,2.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 fair_cooking_06_2 1 Spill some noodles onto the countertop while opening the pack,Ego-Exo4D-PJ-GPT-5.2,fair_cooking_06_2,1.0,,Spill some noodles onto the countertop while opening the pack,1.0,4.5,1.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_031_2 27 Accidentally knock the mixing bowl so a little of the flour mixture spills onto the counter,Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_031_2,27.0,,Accidentally knock the mixing bowl so a little of the flour mixture spills onto the counter,1.0,3.5,2.5,0.0,3.0,5.0,0.0,I (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_031_2 30 Mix the egg and flour in the mixing bowl together with the spoon, but only briefly",Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_031_2,30.0,Mix the egg and flour in the mixing bowl together with the spoon,"Mix the egg and flour in the mixing bowl together with the spoon, but only briefly",1.0,4.0,3.5,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_031_2 56 Roll out the dough on the chopping board with the rolling pin,Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_031_2,56.0,Add the flour in the measuring cup to the surface of the chopping board,Roll out the dough on the chopping board with the rolling pin,1.0,3.0,2.0,0.0,2.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_031_2 58 Add the flour in the measuring cup to the surface of the chopping board,Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_031_2,58.0,Roll out the dough on the chopping board with the rolling pin,Add the flour in the measuring cup to the surface of the chopping board,1.0,4.0,2.5,0.0,2.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_061_2 14 Add salt to the dough on the countertop.,Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_061_2,14.0,Add water to the dough on the countertop,Add salt to the dough on the countertop.,1.0,4.5,3.0,0.0,3.0,5.0,0.0,S (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_061_2 16 Scrape off the extra salt from the dough on the countertop, then add water to the dough on the countertop.",Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_061_2,16.0,,"Scrape off the extra salt from the dough on the countertop, then add water to the dough on the countertop.",1.0,3.5,1.0,0.0,3.0,4.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_074_2 9 Throw the egg shells in the trash can,Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_074_2,9.0,Throw the egg shells in the trash can,Throw the egg shells in the trash can,1.0,4.0,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_074_2 14 Accidentally add a spoonful of water to the dough too quickly, splashing some onto the rolling board",Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_074_2,14.0,,"Accidentally add a spoonful of water to the dough too quickly, splashing some onto the rolling board",1.0,4.0,3.0,0.0,3.0,5.0,0.0,I (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 minnesota_cooking_074_2 17 Scoop up the spilled water on the rolling board with the spoon and pour it into the sink,Ego-Exo4D-PJ-GPT-5.2,minnesota_cooking_074_2,17.0,,Scoop up the spilled water on the rolling board with the spoon and pour it into the sink,1.0,3.5,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_04_2 19 Check the recipe on the phone but only glance at the top of the screen and miss a detail,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_04_2,19.0,Check the recipe on the phone,Check the recipe on the phone but only glance at the top of the screen and miss a detail,1.0,5.0,3.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_147_2 8 Cut the onion on the chopping board with a knife,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_147_2,8.0,Cut tomato on the chopping board with a knife,Cut the onion on the chopping board with a knife,1.0,3.5,2.0,1.0,2.0,4.0,0.5,"S (50%), T (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_147_2 16 Cut the tomato on a chopping board with a knife,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_147_2,16.0,Cut green chili pepper on a chopping board with a knife,Cut the tomato on a chopping board with a knife,1.0,1.0,1.5,1.0,3.0,4.0,0.5,"S (50%), T (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_147_2 28 Pour the egg mixture into a skillet with a spoon,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_147_2,28.0,Whisk the egg mixture with a spoon,Pour the egg mixture into a skillet with a spoon,1.0,4.0,1.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 iiith_cooking_147_2 29 Whisk the egg mixture with a spoon,Ego-Exo4D-PJ-GPT-5.2,iiith_cooking_147_2,29.0,Pour the egg mixture into a skillet with a spoon,Whisk the egg mixture with a spoon,1.0,4.0,1.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_10_4 67 Get tissue paper from the countertop,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_10_4,67.0,Get tissue paper from the countertop,Get tissue paper from the countertop,0.0,,,,,,,,,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_10_4 68 Put away tissue paper to the bin on the countertop,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_10_4,68.0,Put away tissue paper to the bin on the countertop,Put away tissue paper to the bin on the countertop,0.0,,,,,,,,,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_10_4 75 Wipe the frying pan with the tissue paper,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_10_4,75.0,Wipe the frying pan with the tissue paper,Wipe the frying pan with the tissue paper,1.0,4.0,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_10_4 85 Put away spatula to the countertop,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_10_4,85.0,Rinse measuring cup in the kitchen sink,Put away spatula to the countertop,1.0,4.0,2.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_10_4 90 Rinse measuring cup in the kitchen sink,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_10_4,90.0,Put away spatula to the countertop,Rinse measuring cup in the kitchen sink,1.0,4.0,2.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 upenn_0714_Cooking_1_3 34 Wipe kitchen countertop with napkin,Ego-Exo4D-PJ-GPT-5.2,upenn_0714_Cooking_1_3,34.0,Wipe hands with napkin,Wipe kitchen countertop with napkin,1.0,4.0,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 upenn_0714_Cooking_1_3 46 Stir tomato in the frying pan a bit too vigorously with spatula, splashing some tomato against the sides of the pan",Ego-Exo4D-PJ-GPT-5.2,upenn_0714_Cooking_1_3,46.0,Stir tomato in the frying pan,"Stir tomato in the frying pan a bit too vigorously with spatula, splashing some tomato against the sides of the pan",1.0,3.0,1.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 upenn_0714_Cooking_1_3 56 Lift the lid of the frying pan,Ego-Exo4D-PJ-GPT-5.2,upenn_0714_Cooking_1_3,56.0,Lift the lid of the frying pan,Lift the lid of the frying pan,0.0,5.0,5.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_08_2 4 Pour milk into the saucepan,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_08_2,4.0,Pour milk into a cup,Pour milk into the saucepan,1.0,4.0,2.0,0.0,3.0,5.0,0.0,S (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_08_2 5 Pour the milk from the saucepan back into the cup,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_08_2,5.0,,Pour the milk from the saucepan back into the cup,1.0,4.5,1.0,0.0,3.0,5.0,0.0,C (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_08_2 22 Get a fork from the countertop,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_08_2,22.0,Get spoon from the countertop,Get a fork from the countertop,1.0,3.5,2.0,0.0,3.0,5.0,0.0,"S (50%), WE (50%)",,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_26_2 20 Place right hand over saucepan to check the heat,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_26_2,20.0,Place right hand over saucepan to check the heat,Place right hand over saucepan to check the heat,0.0,4.0,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_26_2 28 Wait while the tea boils in the saucepan,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_26_2,28.0,,Wait while the tea boils in the saucepan,0.0,3.0,4.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_26_2 33 Stir the tea with the measuring spoon in the saucepan,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_26_2,33.0,Stir the tea with a spoon in the saucepan,Stir the tea with the measuring spoon in the saucepan,1.0,4.0,3.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_26_2 Wait while the tea boils in the saucepan,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_26_2,,Wait while the tea boils in the saucepan,Wait while the tea boils in the saucepan,0.0,4.0,3.0,0.0,3.0,5.0,0.0,D (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_26_2 45 Wipe the countertop with the kitchen towel,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_26_2,45.0,Throw the used carton of milk in the trash can,Wipe the countertop with the kitchen towel,0.0,5.0,4.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
Ego-Exo4D-PJ-GPT-5.2 indiana_cooking_26_2 46 Throw the used carton of milk in the trash can,Ego-Exo4D-PJ-GPT-5.2,indiana_cooking_26_2,46.0,Wipe the countertop with the kitchen towel,Throw the used carton of milk in the trash can,0.0,5.0,4.0,0.0,3.0,5.0,0.0,T (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_009_7 6 Move the milk from the water to the pot, then stir the milk and water in the pot with the small spoon, but only briefly",Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_009_7,6.0,Stir the milk and water in the pot with the small spoon,"Move the milk from the water to the pot, then stir the milk and water in the pot with the small spoon, but only briefly",1.0,4.0,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
"Ego-Exo4D-PJ-GPT-5.2 sfu_cooking_009_7 14 Wipe hands with a cloth, but not quite correctly",Ego-Exo4D-PJ-GPT-5.2,sfu_cooking_009_7,14.0,Wipe hands with a cloth,"Wipe hands with a cloth, but not quite correctly",1.0,3.0,2.0,0.0,3.0,5.0,0.0,WE (100%),,,,,,,
